Período;ARS;Hospital;Localização Geográfica;DCI;Grupo Hospital;Valor Biossimilar;Valor Não Biossimilar;Quota Biossimilar
2019-09;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Epoetina;Grupo C;0.0;948.0;0.0
2019-09;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Epoetina;Grupo C;0.0;600.0;0.0
2019-09;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Etanercept;Grupo C;24.0;204.0;10.526315789473683
2019-09;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Etanercept;Grupo C;0.0;76.0;0.0
2019-09;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Etanercept;Grupo C;8.0;432.0;1.8181818181818181
2019-09;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Etanercept;Grupo C;124.0;584.0;17.51412429378531
2019-09;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Etanercept;Grupo C;144.0;24.0;85.71428571428571
2019-09;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Etanercept;Grupo C;60.0;136.0;30.612244897959183
2019-09;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Filgrastim;Grupo C;500.0;0.0;100.0
2019-09;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Infliximab;Grupo C;120.0;60.0;66.66666666666666
2019-09;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Infliximab;Grupo C;130.0;0.0;100.0
2019-09;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Infliximab;Grupo C;150.0;0.0;100.0
2019-09;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Rituximab;Grupo C;10.0;0.0;100.0
2019-09;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Somatropina;Grupo C;15.0;15.0;50.0
2019-09;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Trastuzumab;Grupo C;0.0;6.0;0.0
2019-09;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Enoxaparina sódica;Grupo D;2100.0;0.0;100.0
2019-09;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Enoxaparina sódica;Grupo D;7104.0;0.0;100.0
2019-09;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Epoetina;Grupo D;0.0;1566.0;0.0
2019-09;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Etanercept;Grupo D;0.0;276.0;0.0
2019-09;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Etanercept;Grupo D;72.0;80.0;47.368421052631575
2019-09;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Infliximab;Grupo D;300.0;0.0;100.0
2019-09;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Infliximab;Grupo D;40.0;0.0;100.0
2019-09;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Rituximab;Grupo D;80.0;30.0;72.72727272727273
2019-09;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Trastuzumab;Grupo D;0.0;20.0;0.0
2019-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Adalimumab;Grupo E;10.0;520.0;1.8867924528301887
2019-09;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Adalimumab;Grupo E;150.0;612.0;19.68503937007874
2019-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Epoetina;Grupo E;0.0;100.0;0.0
2019-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Etanercept;Grupo E;560.0;648.0;46.35761589403973
2019-09;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Infliximab;Grupo E;200.0;0.0;100.0
2019-09;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Infliximab;Grupo E;1200.0;900.0;57.14285714285714
2019-09;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Rituximab;Grupo E;243.0;20.0;92.39543726235742
2019-09;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Adalimumab;Grupo F;0.0;60.0;0.0
2019-09;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Enoxaparina sódica;Grupo F;0.0;1506.0;0.0
2019-09;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Enoxaparina sódica;Grupo F;0.0;3240.0;0.0
2019-09;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Enoxaparina sódica;Grupo F;0.0;2400.0;0.0
2019-09;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Epoetina;Grupo F;90.0;0.0;100.0
2019-09;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Epoetina;Grupo F;0.0;660.0;0.0
2019-09;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Infliximab;Grupo F;6.0;0.0;100.0
2019-10;Centro;Hospital Dr. Francisco Zagalo  - Ovar;40.8571967,-8.6318023;Enoxaparina sódica;Grupo A;900.0;0.0;100.0
2019-10;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Adalimumab;Grupo B;0.0;18.0;0.0
2019-10;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Adalimumab;Grupo B;16.0;60.0;21.052631578947366
2019-10;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Epoetina;Grupo B;12.0;0.0;100.0
2019-10;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Epoetina;Grupo B;0.0;1504.0;0.0
2019-10;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234,-8.6171561;Etanercept;Grupo B;8.0;56.0;12.5
2019-10;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Etanercept;Grupo B;12.0;28.0;30.0
2019-10;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Etanercept;Grupo B;72.0;0.0;100.0
2019-10;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Etanercept;Grupo B;0.0;80.0;0.0
2019-10;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Trastuzumab;Grupo B;0.0;4.0;0.0
2019-10;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Trastuzumab;Grupo B;0.0;2.0;0.0
2019-10;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Trastuzumab;Grupo B;0.0;2.0;0.0
2019-10;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Enoxaparina sódica;Grupo C;13116.0;0.0;100.0
2019-10;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Etanercept;Grupo C;40.0;168.0;19.230769230769234
2019-10;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Etanercept;Grupo C;128.0;24.0;84.21052631578947
2019-10;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Etanercept;Grupo C;0.0;232.0;0.0
2019-10;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Filgrastim;Grupo C;120.0;0.0;100.0
2019-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Filgrastim;Grupo C;400.0;0.0;100.0
2019-10;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Filgrastim;Grupo C;40.0;0.0;100.0
2019-10;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Infliximab;Grupo C;60.0;60.0;50.0
2019-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Infliximab;Grupo C;468.0;12.0;97.5
2019-10;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Rituximab;Grupo C;27.0;10.0;72.97297297297297
2019-10;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Rituximab;Grupo C;2.0;0.0;100.0
2019-10;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Somatropina;Grupo C;0.0;6.0;0.0
2019-10;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Trastuzumab;Grupo C;14.0;2.0;87.5
2019-10;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Trastuzumab;Grupo C;20.0;30.0;40.0
2019-10;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Adalimumab;Grupo D;200.0;244.0;45.04504504504504
2019-10;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Enoxaparina sódica;Grupo D;9792.0;0.0;100.0
2019-10;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Enoxaparina sódica;Grupo D;20400.0;0.0;100.0
2019-10;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Epoetina;Grupo D;60.0;0.0;100.0
2019-10;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Epoetina;Grupo D;210.0;0.0;100.0
2019-10;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Filgrastim;Grupo D;100.0;0.0;100.0
2019-10;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Infliximab;Grupo D;110.0;0.0;100.0
2019-10;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Rituximab;Grupo D;56.0;19.0;74.66666666666667
2019-10;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Rituximab;Grupo D;180.0;15.0;92.3076923076923
2019-10;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Trastuzumab;Grupo D;160.0;0.0;100.0
2019-10;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Enoxaparina sódica;Grupo E;10560.0;0.0;100.0
2019-10;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Epoetina;Grupo E;0.0;1856.0;0.0
2019-10;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Epoetina;Grupo E;0.0;36.0;0.0
2019-10;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Etanercept;Grupo E;440.0;648.0;40.44117647058824
2019-10;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Filgrastim;Grupo E;2100.0;0.0;100.0
2019-10;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Rituximab;Grupo E;80.0;15.0;84.21052631578947
2019-10;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Somatropina;Grupo E;0.0;183.0;0.0
2019-10;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Trastuzumab;Grupo E;100.0;40.0;71.42857142857143
2019-10;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Filgrastim;Grupo F;400.0;0.0;100.0
2019-10;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Infliximab;Grupo F;30.0;0.0;100.0
2019-10;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Rituximab;Grupo F;30.0;20.0;60.0
2019-10;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Somatropina;Grupo F;0.0;350.0;0.0
2019-11;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Adalimumab;Grupo B;0.0;120.0;0.0
2019-11;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Adalimumab;Grupo B;0.0;28.0;0.0
2019-11;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Epoetina;Grupo B;24.0;0.0;100.0
2019-11;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Etanercept;Grupo B;0.0;44.0;0.0
2019-11;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Etanercept;Grupo B;0.0;28.0;0.0
2019-11;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Etanercept;Grupo B;156.0;0.0;100.0
2019-11;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Etanercept;Grupo B;0.0;160.0;0.0
2019-11;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Filgrastim;Grupo B;60.0;0.0;100.0
2019-11;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Filgrastim;Grupo B;30.0;0.0;100.0
2019-11;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Rituximab;Grupo B;3.0;0.0;100.0
2019-11;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Trastuzumab;Grupo B;18.0;1.0;94.73684210526315
2019-11;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Adalimumab;Grupo C;30.0;142.0;17.441860465116278
2019-11;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Adalimumab;Grupo C;0.0;240.0;0.0
2019-11;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Adalimumab;Grupo C;20.0;200.0;9.090909090909092
2019-11;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Adalimumab;Grupo C;0.0;176.0;0.0
2019-11;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Etanercept;Grupo C;112.0;200.0;35.8974358974359
2019-11;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Etanercept;Grupo C;8.0;276.0;2.8169014084507045
2019-11;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Etanercept;Grupo C;268.0;60.0;81.70731707317073
2019-11;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Etanercept;Grupo C;40.0;128.0;23.809523809523807
2019-11;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Infliximab;Grupo C;120.0;120.0;50.0
2019-11;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Infliximab;Grupo C;4.0;14.0;22.22222222222222
2019-11;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Infliximab;Grupo C;80.0;0.0;100.0
2019-11;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Rituximab;Grupo C;0.0;8.0;0.0
2019-11;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Rituximab;Grupo C;10.0;0.0;100.0
2019-11;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Rituximab;Grupo C;10.0;0.0;100.0
2019-11;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Rituximab;Grupo C;16.0;0.0;100.0
2019-11;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Somatropina;Grupo C;0.0;30.0;0.0
2019-11;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Trastuzumab;Grupo C;6.0;2.0;75.0
2019-11;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Trastuzumab;Grupo C;45.0;70.0;39.130434782608695
2019-11;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Trastuzumab;Grupo C;40.0;21.0;65.57377049180327
2019-11;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Adalimumab;Grupo D;60.0;544.0;9.933774834437086
2019-11;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Epoetina;Grupo D;0.0;2100.0;0.0
2019-11;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Etanercept;Grupo D;124.0;92.0;57.407407407407405
2019-11;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Etanercept;Grupo D;28.0;468.0;5.64516129032258
2019-11;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Infliximab;Grupo D;400.0;0.0;100.0
2019-11;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Infliximab;Grupo D;300.0;0.0;100.0
2019-11;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Somatropina;Grupo D;0.0;247.0;0.0
2019-11;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Trastuzumab;Grupo D;9.0;30.0;23.076923076923077
2019-11;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Rituximab;Grupo E;90.0;20.0;81.81818181818183
2019-11;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Somatropina;Grupo E;36.0;62.0;36.734693877551024
2019-11;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Somatropina;Grupo E;90.0;170.0;34.61538461538461
2019-11;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Somatropina;Grupo E;49.0;446.0;9.8989898989899
2019-11;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Trastuzumab;Grupo E;60.0;120.0;33.33333333333333
2019-11;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Enoxaparina sódica;Grupo F;0.0;6900.0;0.0
2019-11;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Epoetina;Grupo F;0.0;360.0;0.0
2019-11;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Filgrastim;Grupo F;1700.0;0.0;100.0
2019-12;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Adalimumab;Grupo B;20.0;46.0;30.303030303030305
2019-12;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Adalimumab;Grupo B;50.0;100.0;33.33333333333333
2019-12;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Enoxaparina sódica;Grupo B;5220.0;0.0;100.0
2019-12;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Enoxaparina sódica;Grupo B;12204.0;0.0;100.0
2019-12;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Enoxaparina sódica;Grupo B;5820.0;0.0;100.0
2019-12;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Etanercept;Grupo B;8.0;0.0;100.0
2019-12;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Etanercept;Grupo B;16.0;56.0;22.22222222222222
2019-12;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Etanercept;Grupo B;0.0;52.0;0.0
2019-12;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Filgrastim;Grupo B;100.0;0.0;100.0
2019-12;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Filgrastim;Grupo B;40.0;0.0;100.0
2019-12;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Filgrastim;Grupo B;80.0;0.0;100.0
2019-12;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Infliximab;Grupo B;52.0;0.0;100.0
2019-12;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Adalimumab;Grupo C;6.0;60.0;9.090909090909092
2019-12;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Adalimumab;Grupo C;20.0;200.0;9.090909090909092
2019-12;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Enoxaparina sódica;Grupo C;0.0;6000.0;0.0
2019-12;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Enoxaparina sódica;Grupo C;0.0;4680.0;0.0
2019-12;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Enoxaparina sódica;Grupo C;0.0;6966.0;0.0
2019-12;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Enoxaparina sódica;Grupo C;3960.0;204.0;95.10086455331412
2019-12;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Epoetina;Grupo C;318.0;0.0;100.0
2019-12;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Epoetina;Grupo C;0.0;864.0;0.0
2019-12;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;35.0;0.0;100.0
2019-12;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Etanercept;Grupo C;88.0;56.0;61.111111111111114
2019-12;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Etanercept;Grupo C;28.0;28.0;50.0
2019-12;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Etanercept;Grupo C;344.0;84.0;80.37383177570094
2019-12;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Etanercept;Grupo C;144.0;40.0;78.26086956521739
2019-12;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Etanercept;Grupo C;0.0;236.0;0.0
2019-12;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Filgrastim;Grupo C;140.0;0.0;100.0
2019-12;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Infliximab;Grupo C;40.0;20.0;66.66666666666666
2019-12;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Infliximab;Grupo C;5.0;12.0;29.411764705882355
2019-12;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Infliximab;Grupo C;500.0;0.0;100.0
2019-12;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Rituximab;Grupo C;58.0;0.0;100.0
2019-12;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Rituximab;Grupo C;56.0;6.0;90.32258064516128
2019-12;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Trastuzumab;Grupo C;70.0;100.0;41.17647058823529
2019-12;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Trastuzumab;Grupo C;0.0;30.0;0.0
2019-12;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Trastuzumab;Grupo C;20.0;45.0;30.76923076923077
2019-12;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Etanercept;Grupo D;272.0;168.0;61.81818181818181
2019-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Etanercept;Grupo D;0.0;100.0;0.0
2019-12;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Etanercept;Grupo D;160.0;460.0;25.806451612903224
2019-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Filgrastim;Grupo D;1100.0;0.0;100.0
2019-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Rituximab;Grupo D;70.0;10.0;87.5
2019-12;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Rituximab;Grupo D;240.0;19.0;92.66409266409266
2019-12;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Somatropina;Grupo D;0.0;-2.0;0.0
2019-12;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Trastuzumab;Grupo D;14.0;150.0;8.536585365853659
2019-12;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Adalimumab;Grupo E;1880.0;600.0;75.80645161290323
2019-12;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Adalimumab;Grupo E;320.0;626.0;33.82663847780127
2019-12;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Etanercept;Grupo E;416.0;216.0;65.82278481012658
2019-12;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Etanercept;Grupo E;800.0;0.0;100.0
2019-12;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Etanercept;Grupo E;720.0;1008.0;41.66666666666667
2019-12;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Etanercept;Grupo E;108.0;708.0;13.23529411764706
2019-12;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Filgrastim;Grupo E;1770.0;0.0;100.0
2019-12;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Infliximab;Grupo E;320.0;50.0;86.48648648648648
2019-12;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Infliximab;Grupo E;102.0;10.0;91.07142857142857
