Período,Região,Grupo Terapêutico,Encargos SNS (Ambulatório)
2012-11,Lisboa,Aparelho locomotor,1912725.0999999999
2012-11,Alentejo,Correctivos da volémia e das alterações electrolíticas,499.02
2012-11,Algarve,Correctivos da volémia e das alterações electrolíticas,139.62
2012-11,Lisboa,Correctivos da volémia e das alterações electrolíticas,2281.01
2012-11,Norte,Medicamentos usados em afecções oculares,628711.62
2012-11,Norte,Medicamentos usados no tratamento de intoxicações,1294.21
2012-11,Lisboa,Nutrição e metabolismo,56049.69
2012-11,Norte,Nutrição e metabolismo,54471.8
2012-11,Norte,Sangue,1037758.6
2012-11,Norte,Sistema nervoso central,5954115.08
2012-11,Lisboa,Vacinas e imunoglobulinas,115448.78
2012-11,Norte,Vacinas e imunoglobulinas,156262.53
2012-12,Centro,Aparelho cardiovascular,6786364.9399999995
2012-12,Norte,Aparelho digestivo,932174.06
2012-12,Centro,Aparelho locomotor,1507405.84
2012-12,Centro,Aparelho respiratório,1640170.5
2012-12,Alentejo,Correctivos da volémia e das alterações electrolíticas,436.06
2012-12,Norte,Correctivos da volémia e das alterações electrolíticas,1417.84
2012-12,Lisboa,Medicamentos anti-infecciosos,1414401.43
2012-12,Centro,Medicamentos antineoplásicos e imunomoduladores,146539.53999999998
2012-12,Norte,Medicamentos antineoplásicos e imunomoduladores,227015.61
2012-12,Alentejo,Medicamentos usados em afecções cutâneas,21983.97
2012-12,Lisboa,Medicamentos usados em afecções oculares,931449.22
2012-12,Norte,Medicamentos usados em afecções oculares,597829.17
2012-12,Algarve,Medicamentos usados em afecções otorrinolaringológicas,9439.61
2012-12,Alentejo,Medicamentos usados no tratamento de intoxicações,306.38
2012-12,Alentejo,Nutrição e metabolismo,5701.41
2012-12,Algarve,Sangue,133322.28
2012-12,Algarve,Sistema nervoso central,781401.09
2012-12,Norte,Sistema nervoso central,5898335.46
2012-12,Centro,Vacinas e imunoglobulinas,29850.49
2012-12,Lisboa,Vacinas e imunoglobulinas,53470.63
2013-01,Norte,Aparelho cardiovascular,7363415.619999999
2013-01,Centro,Aparelho digestivo,661318.3999999999
2013-01,Algarve,Aparelho geniturinário,67851.25
2013-01,Centro,Aparelho geniturinário,502208.72
2013-01,Centro,Aparelho locomotor,1619029.32
2013-01,Norte,Aparelho locomotor,1892628.2
2013-01,Alentejo,Aparelho respiratório,279040.79
2013-01,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,854271.74
2013-01,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,687495.3899999999
2013-01,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5916294.42
2013-01,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6154933.779999999
2013-01,Centro,Medicação antialérgica,89636.62
2013-01,Lisboa,Medicação antialérgica,166299.89
2013-01,Alentejo,Medicamentos anti-infecciosos,191215.95
2013-01,Norte,Medicamentos anti-infecciosos,1514636.6099999999
2013-01,Norte,Medicamentos antineoplásicos e imunomoduladores,249609.01
2013-01,Alentejo,Medicamentos usados em afecções cutâneas,22817.16
2013-01,Lisboa,Medicamentos usados em afecções oculares,943894.52
2013-01,Norte,Medicamentos usados em afecções oculares,635517.9400000001
2013-01,Norte,Medicamentos usados em afecções otorrinolaringológicas,83916.71
2013-01,Lisboa,Medicamentos usados no tratamento de intoxicações,3947.76
2013-01,Norte,Medicamentos usados no tratamento de intoxicações,1432.52
2013-01,Lisboa,Vacinas e imunoglobulinas,43426.62
2013-02,Algarve,Aparelho cardiovascular,882171.1000000001
2013-02,Centro,Aparelho cardiovascular,5960045.029999999
2013-02,Alentejo,Aparelho digestivo,118757.19
2013-02,Algarve,Aparelho digestivo,89863.18
2013-02,Lisboa,Aparelho digestivo,886496.26
2013-02,Norte,Aparelho geniturinário,471449.29000000004
2013-02,Lisboa,Aparelho locomotor,1779898.77
2013-02,Centro,Correctivos da volémia e das alterações electrolíticas,2400.11
2013-02,Lisboa,Correctivos da volémia e das alterações electrolíticas,2323.84
2013-02,Norte,Correctivos da volémia e das alterações electrolíticas,1595.05
2013-02,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,636219.95
2013-02,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5387363.82
2013-02,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5573047.33
2013-02,Algarve,Medicação antialérgica,14591.119999999999
2013-02,Centro,Medicamentos anti-infecciosos,992568.45
2013-02,Algarve,Medicamentos usados em afecções cutâneas,31281.67
2013-02,Alentejo,Medicamentos usados em afecções oculares,93755.68000000001
2013-02,Algarve,Medicamentos usados em afecções otorrinolaringológicas,10887.460000000001
2013-02,Centro,Medicamentos usados em afecções otorrinolaringológicas,67276.66
2013-02,Alentejo,Medicamentos usados no tratamento de intoxicações,200.33
2013-02,Centro,Medicamentos usados no tratamento de intoxicações,3078.8
2013-02,Lisboa,Medicamentos usados no tratamento de intoxicações,3345.79
2013-02,Alentejo,Nutrição e metabolismo,5894.78
2013-02,Centro,Nutrição e metabolismo,40319.55
2013-02,Alentejo,Sangue,144553.93
2013-02,Centro,Sangue,944518.18
2013-02,Lisboa,Sistema nervoso central,6841142.199999999
2013-02,Algarve,Vacinas e imunoglobulinas,2991.95
2013-03,Norte,Aparelho digestivo,891645.03
2013-03,Algarve,Aparelho respiratório,218135.75
2013-03,Centro,Aparelho respiratório,1529250.58
2013-03,Alentejo,Correctivos da volémia e das alterações electrolíticas,388.68
2013-03,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,810202.02
2013-03,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5918371.32
2013-03,Alentejo,Medicação antialérgica,20828.71
2013-03,Centro,Medicamentos antineoplásicos e imunomoduladores,149968.16
2013-03,Centro,Sistema nervoso central,5021823.13
2013-03,Lisboa,Sistema nervoso central,7211461.62
2013-03,Alentejo,Vacinas e imunoglobulinas,1270.81
2013-03,Norte,Vacinas e imunoglobulinas,27747.7
2013-04,Lisboa,Aparelho geniturinário,576088.43
2013-04,Alentejo,Aparelho respiratório,290089.9
2013-04,Alentejo,Correctivos da volémia e das alterações electrolíticas,453.98
2013-04,Lisboa,Correctivos da volémia e das alterações electrolíticas,2847.91
2013-04,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,732655.3
2013-04,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6574420.78
2013-04,Algarve,Medicação antialérgica,15174.59
2013-04,Centro,Medicamentos anti-infecciosos,986548.73
2013-04,Norte,Medicamentos anti-infecciosos,1341916.5
2013-04,Lisboa,Medicamentos antineoplásicos e imunomoduladores,259802.33000000002
2013-04,Norte,Medicamentos usados em afecções cutâneas,319647.76
2013-04,Algarve,Nutrição e metabolismo,5491.71
2013-04,Centro,Sangue,1133063.08
2013-04,Alentejo,Sistema nervoso central,1107709.65
2013-04,Alentejo,Vacinas e imunoglobulinas,1388.4
2013-05,Alentejo,Aparelho cardiovascular,1441744.65
2013-05,Algarve,Aparelho digestivo,112102.29000000001
2013-05,Lisboa,Aparelho geniturinário,591276.24
2013-05,Centro,Aparelho locomotor,1686083.43
2013-05,Alentejo,Aparelho respiratório,323071.52
2013-05,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5237070.359999999
2013-05,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6802313.649999999
2013-05,Algarve,Medicamentos antineoplásicos e imunomoduladores,27231.7
2013-05,Lisboa,Medicamentos antineoplásicos e imunomoduladores,280133.33999999997
2013-05,Algarve,Medicamentos usados em afecções otorrinolaringológicas,16856.420000000002
2013-05,Centro,Nutrição e metabolismo,52699.58
2013-05,Alentejo,Sangue,182025.69
2013-06,Norte,Aparelho cardiovascular,7178424.09
2013-06,Lisboa,Aparelho digestivo,983711.03
2013-06,Algarve,Aparelho locomotor,226166.81
2013-06,Centro,Aparelho locomotor,1449415.15
2013-06,Lisboa,Aparelho locomotor,1833957.4300000002
2013-06,Centro,Aparelho respiratório,1564252.55
2013-06,Norte,Correctivos da volémia e das alterações electrolíticas,1619.44
2013-06,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,719567.1799999999
2013-06,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,4696810.760000001
2013-06,Norte,Material de penso, hemostáticos locais, gases medicinais e outros produtos,0.0
2013-06,Alentejo,Medicamentos antineoplásicos e imunomoduladores,24280.260000000002
2013-06,Alentejo,Medicamentos usados em afecções cutâneas,27245.04
2013-06,Lisboa,Medicamentos usados em afecções oculares,973051.5499999999
2013-06,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,11131.66
2013-06,Alentejo,Sistema nervoso central,1047781.3200000001
2013-06,Lisboa,Sistema nervoso central,7612199.43
2013-06,Algarve,Vacinas e imunoglobulinas,2885.33
2013-07,Algarve,Aparelho cardiovascular,1119135.68
2013-07,Lisboa,Aparelho locomotor,2052362.27
2013-07,Norte,Aparelho locomotor,1945275.74
2013-07,Alentejo,Aparelho respiratório,299438.06
2013-07,Lisboa,Aparelho respiratório,2699608.42
2013-07,Lisboa,Correctivos da volémia e das alterações electrolíticas,3238.61
2013-07,Alentejo,Medicação antialérgica,14373.099999999999
2013-07,Algarve,Medicação antialérgica,12257.33
2013-07,Norte,Medicação antialérgica,102419.84
2013-07,Alentejo,Medicamentos anti-infecciosos,167899.05
2013-07,Norte,Medicamentos anti-infecciosos,1327694.81
2013-07,Alentejo,Medicamentos antineoplásicos e imunomoduladores,25949.809999999998
2013-07,Lisboa,Medicamentos usados em afecções cutâneas,364022.49
2013-07,Alentejo,Medicamentos usados em afecções oculares,108230.98999999999
2013-07,Alentejo,Medicamentos usados no tratamento de intoxicações,7824.44
2013-07,Centro,Medicamentos usados no tratamento de intoxicações,7502.54
2013-07,Norte,Medicamentos usados no tratamento de intoxicações,1469.51
2013-07,Norte,Sistema nervoso central,6421991.619999999
2013-08,Algarve,Aparelho digestivo,117991.55
2013-08,Centro,Aparelho digestivo,680810.11
2013-08,Lisboa,Aparelho geniturinário,521619.52
2013-08,Alentejo,Aparelho locomotor,226945.38
2013-08,Centro,Aparelho locomotor,1447739.0999999999
2013-08,Alentejo,Aparelho respiratório,262898.42
2013-08,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5961125.86
2013-08,Lisboa,Medicação antialérgica,101267.41
2013-08,Centro,Medicamentos anti-infecciosos,857232.26
2013-08,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,7419.41
2013-08,Centro,Medicamentos usados no tratamento de intoxicações,11947.74
2013-08,Alentejo,Vacinas e imunoglobulinas,1674.26
2013-08,Lisboa,Vacinas e imunoglobulinas,36190.88
2013-08,Norte,Vacinas e imunoglobulinas,27711.75
2013-09,Lisboa,Aparelho cardiovascular,8299793.54
2013-09,Alentejo,Correctivos da volémia e das alterações electrolíticas,485.78
2013-09,Centro,Correctivos da volémia e das alterações electrolíticas,3024.51
2013-09,Centro,Medicação antialérgica,63559.45
2013-09,Lisboa,Medicação antialérgica,120740.13
2013-09,Algarve,Medicamentos anti-infecciosos,161760.85
2013-09,Norte,Medicamentos antineoplásicos e imunomoduladores,252454.68
2013-09,Algarve,Medicamentos usados em afecções cutâneas,35485.86
2013-09,Lisboa,Medicamentos usados em afecções oculares,913174.35
2013-09,Centro,Medicamentos usados em afecções otorrinolaringológicas,60295.97
2013-09,Alentejo,Nutrição e metabolismo,7735.38
2013-09,Centro,Nutrição e metabolismo,49872.42
2013-09,Lisboa,Nutrição e metabolismo,64430.87
2013-09,Alentejo,Sangue,172924.43
2013-09,Alentejo,Vacinas e imunoglobulinas,2382.51
2013-10,Algarve,Aparelho cardiovascular,1041813.95
2013-10,Centro,Aparelho cardiovascular,7119732.039999999
2013-10,Centro,Aparelho digestivo,752534.79
2013-10,Lisboa,Aparelho digestivo,1132665.69
2013-10,Alentejo,Aparelho respiratório,307555.25
2013-10,Centro,Aparelho respiratório,1880607.96
2013-10,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5370705.44
2013-10,Algarve,Medicação antialérgica,11681.69
2013-10,Centro,Medicamentos usados em afecções cutâneas,221268.47
2013-10,Norte,Medicamentos usados em afecções oculares,632198.9400000001
2013-10,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,12855.65
2013-10,Algarve,Medicamentos usados em afecções otorrinolaringológicas,11862.19
2013-10,Norte,Medicamentos usados no tratamento de intoxicações,1832.43
2013-10,Algarve,Nutrição e metabolismo,6128.65
2013-10,Algarve,Sistema nervoso central,846642.47
2013-10,Lisboa,Sistema nervoso central,8295658.49
2013-10,Norte,Sistema nervoso central,6415971.81
2013-10,Norte,Vacinas e imunoglobulinas,292024.66
2013-11,Alentejo,Aparelho digestivo,142809.40000000002
2013-11,Centro,Aparelho digestivo,714873.03
2013-11,Lisboa,Aparelho digestivo,1081104.27
2013-11,Alentejo,Aparelho geniturinário,93850.6
2013-11,Centro,Aparelho locomotor,1553133.1600000001
2013-11,Norte,Aparelho respiratório,2570716.98
2013-11,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6587572.0600000005
2013-11,Norte,Medicação antialérgica,108183.37
2013-11,Alentejo,Medicamentos antineoplásicos e imunomoduladores,30211.95
2013-11,Norte,Medicamentos antineoplásicos e imunomoduladores,257331.07
2013-11,Alentejo,Medicamentos usados em afecções cutâneas,26710.539999999997
2013-11,Algarve,Medicamentos usados em afecções cutâneas,36143.149999999994
2013-11,Centro,Medicamentos usados em afecções cutâneas,208471.08
2013-11,Lisboa,Medicamentos usados em afecções cutâneas,334163.38
2013-11,Algarve,Medicamentos usados em afecções oculares,72103.95000000001
2013-11,Algarve,Medicamentos usados em afecções otorrinolaringológicas,12572.79
2013-11,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,189051.51
2013-11,Norte,Medicamentos usados em afecções otorrinolaringológicas,98930.62000000001
2013-11,Alentejo,Nutrição e metabolismo,7032.69
2013-11,Centro,Sangue,1250782.35
2013-11,Norte,Sangue,1279367.82
2013-11,Alentejo,Sistema nervoso central,1084862.38
2013-11,Centro,Vacinas e imunoglobulinas,81674.52
2013-11,Norte,Vacinas e imunoglobulinas,152758.25
2013-12,Algarve,Aparelho cardiovascular,1018407.81
2013-12,Norte,Aparelho cardiovascular,7759864.68
2013-12,Centro,Aparelho geniturinário,534526.1799999999
2013-12,Alentejo,Aparelho locomotor,224598.39
2013-12,Algarve,Aparelho locomotor,218094.96
2013-12,Alentejo,Correctivos da volémia e das alterações electrolíticas,380.84
2013-12,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5144816.92
2013-12,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6586053.82
2013-12,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6753602.01
2013-12,Alentejo,Medicação antialérgica,15764.3
2013-12,Alentejo,Medicamentos anti-infecciosos,174229.41999999998
2013-12,Lisboa,Medicamentos anti-infecciosos,1634111.69
2013-12,Norte,Medicamentos anti-infecciosos,1458408.77
2013-12,Alentejo,Medicamentos antineoplásicos e imunomoduladores,24674.78
2013-12,Lisboa,Medicamentos antineoplásicos e imunomoduladores,260719.44
2013-12,Algarve,Medicamentos usados em afecções cutâneas,33491.6
2013-12,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,12058.56
2013-12,Algarve,Medicamentos usados em afecções otorrinolaringológicas,12364.18
2013-12,Algarve,Nutrição e metabolismo,5043.39
2013-12,Lisboa,Nutrição e metabolismo,60315.89
2013-12,Alentejo,Sistema nervoso central,1085554.38
2013-12,Lisboa,Sistema nervoso central,8047096.47
2013-12,Lisboa,Vacinas e imunoglobulinas,49671.91
2014-01,Alentejo,Aparelho cardiovascular,1421615.41
2014-01,Alentejo,Aparelho digestivo,151223.30000000002
2014-01,Algarve,Aparelho geniturinário,79912.94
2014-01,Centro,Aparelho geniturinário,578748.27
2014-01,Lisboa,Aparelho locomotor,1927758.67
2014-01,Alentejo,Medicação antialérgica,22994.82
2014-01,Norte,Medicação antialérgica,167660.90000000002
2014-01,Algarve,Medicamentos anti-infecciosos,215540.74999999997
2014-01,Lisboa,Medicamentos anti-infecciosos,1922914.7200000002
2014-01,Norte,Medicamentos anti-infecciosos,1737542.62
2014-01,Alentejo,Sangue,205650.18
2014-01,Centro,Vacinas e imunoglobulinas,19954.14
2014-01,Lisboa,Vacinas e imunoglobulinas,41229.83
2014-02,Alentejo,Aparelho cardiovascular,1275177.4200000002
2014-02,Lisboa,Aparelho cardiovascular,8438806.09
2014-02,Norte,Aparelho cardiovascular,7089781.57
2014-02,Alentejo,Aparelho geniturinário,92368.46
2014-02,Lisboa,Aparelho geniturinário,580306.89
2014-02,Algarve,Correctivos da volémia e das alterações electrolíticas,143.97
2014-02,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6214080.45
2014-02,Lisboa,Medicação antialérgica,189426.57
2014-02,Norte,Medicação antialérgica,140915.0
2014-02,Centro,Medicamentos antineoplásicos e imunomoduladores,179050.52000000002
2014-02,Norte,Medicamentos antineoplásicos e imunomoduladores,264827.81
2014-02,Centro,Medicamentos usados em afecções cutâneas,192509.6
